what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.papyrus.connectionpointreference.editor.xtext,0.8.0.v201106151827,"org.eclipse.papyrus.connectionpointreference.editor.xtext",1318336201557
stopped,bundle,org.eclipse.papyrus.message.editor.xtext.ui,0.8.0.v201106151827,"org.eclipse.papyrus.message.editor.xtext.ui",1318336201557
stopped,bundle,org.eclipse.papyrus.message.editor.xtext,0.8.0.v201106151827,"org.eclipse.papyrus.message.editor.xtext",1318336201557
stopped,bundle,org.eclipse.papyrus.property.editor.xtext.ui,0.8.0.v201106151827,"org.eclipse.papyrus.property.editor.xtext.ui",1318336201557
stopped,bundle,org.eclipse.papyrus.property.editor.xtext,0.8.0.v201106151827,"org.eclipse.papyrus.property.editor.xtext",1318336201557
stopped,bundle,org.eclipse.papyrus.state.editor.xtext.ui,0.8.0.v201106151827,"org.eclipse.papyrus.state.editor.xtext.ui",1318336201558
stopped,bundle,org.eclipse.papyrus.state.editor.xtext,0.8.0.v201106151827,"org.eclipse.papyrus.state.editor.xtext",1318336201558
stopped,bundle,org.eclipse.papyrus.transition.editor.xtext.ui,0.8.0.v201106151827,"org.eclipse.papyrus.transition.editor.xtext.ui",1318336201558
stopped,bundle,org.eclipse.papyrus.transition.editor.xtext,0.8.0.v201106151827,"org.eclipse.papyrus.transition.editor.xtext",1318336201558
stopped,bundle,org.eclipse.xtext.purexbase.ui,2.0.0.v201106070531,"org.eclipse.xtext.purexbase.ui",1318336201559
stopped,bundle,org.eclipse.xtext.purexbase,2.0.0.v201106070531,"org.eclipse.xtext.purexbase",1318336201559
stopped,bundle,org.eclipse.xtext.ui.codetemplates.ui,2.0.0.v201106070531,"org.eclipse.xtext.ui.codetemplates.ui",1318336201559
stopped,bundle,org.eclipse.xtext.ui.codetemplates,2.0.0.v201106070531,"org.eclipse.xtext.ui.codetemplates",1318336201559
